4
(name1)	(name2)	(file)	(line)
mixerGetDevCaps	mixerGetDevCapsW		1
mixerGetLineControls	mixerGetLineControlsW		1
mixerGetLineInfo	mixerGetLineInfoW		1
mmioInstallIOProc	mmioInstallIOProcW		1
mmioOpen	mmioOpenW		1
mmioRename	mmioRenameW		1
mmioStringToFOURCC	mmioStringToFOURCCW		1
setjmp	_setjmp		1
sndPlaySound	sndPlaySoundW		1
ua_CharUpper	CharUpperW		1
ua_CharUpperW	CharUpperW		1
ua_lstrcmp	lstrcmpW		1
ua_lstrcmpW	lstrcmpW		1
ua_lstrcmpi	lstrcmpiW		1
ua_lstrcmpiW	lstrcmpiW		1
ua_lstrlen	lstrlenW		1
ua_lstrlenW	lstrlenW		1
ua_tcscpy_s	wcscpy_s		1
ua_wcschr	wcschr		1
ua_wcscpy_s	wcscpy_s		1
ua_wcsicmp	wcsicmp		1
ua_wcslen	wcslen		1
ua_wcsrchr	wcsrchr		1
waveInGetDevCaps	waveInGetDevCapsW		1
waveInGetErrorText	waveInGetErrorTextW		1
waveOutGetDevCaps	waveOutGetDevCapsW		1
waveOutGetErrorText	waveOutGetErrorTextW		1
wglUseFontBitmaps	wglUseFontBitmapsW		1
wglUseFontOutlines	wglUseFontOutlinesW		1
wnsprintf	wnsprintfW		1
wsprintf	wsprintfW		1
wvnsprintf	wvnsprintfW		1
wvsprintf	wvsprintfW		1
